Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
5110-CHOPY,Female,61.0,No,0.0,Carlsbad,92009.0,0.0,60.0,None,No,0.0,No,Yes,Cable,4.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,53.6,3237.05,0.0,0.0,0.0,3237.05,0.0
5115-GZDEL,Male,20.0,No,3.0,Chula Vista,91911.0,0.0,72.0,None,No,0.0,No,Yes,Cable,71.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,67.2,4671.7,0.0,0.0,0.0,4671.7,0.0
5115-SQAAU,Female,55.0,Yes,1.0,Long Beach,90813.0,5.0,69.0,None,Yes,20.98,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.6,1673.4,28.09,0.0,1447.62,3092.93,0.0
5117-IFGPS,Male,73.0,Yes,0.0,Tahoe City,96145.0,7.0,29.0,Offer C,Yes,36.75,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,2357.75,0.0,0.0,1065.75,3423.5,0.0
5117-ZSMHQ,Female,22.0,Yes,1.0,Pioneer,95666.0,9.0,71.0,Offer A,Yes,37.57,Yes,Yes,DSL,85.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,89.9,6342.7,0.0,150.0,2667.47,9160.17,0.0
5119-KEPFY,Male,50.0,Yes,0.0,San Jose,95131.0,3.0,36.0,None,Yes,5.99,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.0,3440.25,0.0,0.0,215.64,3655.89,0.0
5120-ZBLAI,Female,40.0,Yes,0.0,King City,93930.0,5.0,50.0,Offer B,Yes,9.47,Yes,Yes,DSL,28.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.7,3876.2,0.0,0.0,473.5,4349.7,0.0
5124-EOGYE,Male,59.0,No,0.0,Crestline,92325.0,0.0,31.0,None,Yes,34.57,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,638.55,0.0,0.0,1071.67,1710.22,0.0
5125-CNDSP,Male,48.0,No,0.0,Big Creek,93605.0,0.0,63.0,Offer B,No,0.0,No,Yes,DSL,28.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,0.0,0.0,0.0,2588.95,0.0
5126-RCXYW,Male,41.0,Yes,1.0,Alhambra,91803.0,0.0,54.0,Offer B,No,0.0,No,Yes,DSL,19.0,No,No,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,46.0,2424.05,0.0,90.0,0.0,2514.05,0.0
5129-JLPIS,Male,27.0,No,0.0,Los Angeles,90016.0,0.0,25.0,None,Yes,10.4,No,Yes,Fiber Optic,48.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,2686.05,0.0,0.0,260.0,2946.05,0.0
5130-IEKQT,Male,73.0,No,0.0,San Francisco,94109.0,0.0,25.0,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0.0,1158.5,3813.75,1.0
5131-PONJI,Male,62.0,Yes,3.0,Upper Lake,95485.0,10.0,49.0,Offer B,Yes,11.74,No,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.4,4494.65,0.0,0.0,575.26,5069.91,0.0
5133-VRSAB,Male,47.0,No,0.0,Olema,94950.0,0.0,8.0,Offer E,No,0.0,No,Yes,Cable,8.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,29.35,216.45,0.0,10.0,0.0,226.45,0.0
5135-GRQJV,Male,75.0,Yes,0.0,Cantua Creek,93608.0,4.0,72.0,Offer A,Yes,5.6,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,8331.95,0.0,0.0,403.2,8735.15,0.0
5136-GFPMB,Male,44.0,No,0.0,Spring Valley,91978.0,0.0,54.0,Offer B,Yes,35.32,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.4,4869.5,0.0,0.0,1907.28,6776.78,0.0
5136-KCKGI,Female,22.0,Yes,0.0,Templeton,93465.0,1.0,33.0,Offer C,Yes,41.61,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,103.7,3467.0,0.0,0.0,1373.13,4840.13,1.0
5136-RGMZO,Male,39.0,No,0.0,Gardena,90247.0,0.0,31.0,None,Yes,6.4,Yes,Yes,Cable,24.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0.0,0.0,198.4,2366.55,0.0
5138-WVKYJ,Male,51.0,No,0.0,San Diego,92129.0,0.0,10.0,Offer D,Yes,27.57,Yes,Yes,Fiber Optic,13.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0.0,0.0,275.7,1284.25,1.0
5141-ZUVBH,Female,46.0,No,1.0,Boron,93516.0,0.0,9.0,None,Yes,42.1,No,Yes,Fiber Optic,16.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.0,870.25,0.0,0.0,378.9,1249.15,0.0
5143-WMWOG,Male,62.0,No,0.0,Stratford,93266.0,0.0,1.0,None,Yes,17.61,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0.0,0.0,17.61,37.56,1.0
5144-PQCDZ,Male,55.0,No,0.0,Fairfield,94533.0,0.0,4.0,None,Yes,34.86,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.95,59.25,0.0,0.0,139.44,198.69,0.0
5144-TVGLP,Male,68.0,No,0.0,Los Angeles,90002.0,0.0,38.0,None,Yes,46.96,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,94.75,3653.0,45.82,0.0,1784.48,5391.66,0.0
5146-CBVOE,Female,44.0,No,0.0,San Francisco,94134.0,0.0,16.0,None,Yes,38.02,No,Yes,Fiber Optic,25.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.1,1212.85,0.0,0.0,608.32,1821.17,0.0
5146-YYFRZ,Male,32.0,No,0.0,Hacienda Heights,91745.0,0.0,67.0,Offer A,Yes,15.32,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,1311.75,0.0,0.0,1026.44,2338.19,0.0
5148-ORICT,Female,23.0,Yes,0.0,Olivehurst,95961.0,2.0,64.0,None,Yes,18.03,No,Yes,Cable,42.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,74.35,4759.55,0.0,0.0,1153.92,5913.47,0.0
5149-CUZUJ,Male,35.0,Yes,0.0,Helendale,92342.0,1.0,28.0,None,Yes,27.34,No,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,2768.35,0.0,0.0,765.52,3533.87,0.0
5149-TGWDZ,Female,48.0,No,0.0,San Francisco,94118.0,0.0,21.0,None,Yes,36.31,No,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.55,2239.4,0.0,0.0,762.51,3001.91,0.0
5150-LJNSR,Male,27.0,Yes,3.0,Tustin,92782.0,3.0,31.0,Offer C,Yes,36.49,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,98.05,3082.1,0.0,0.0,1131.19,4213.29,0.0
5151-HQRDG,Male,57.0,Yes,0.0,Placerville,95667.0,6.0,37.0,None,Yes,27.41,Yes,Yes,DSL,10.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.05,2030.75,0.0,0.0,1014.17,3044.92,0.0
5153-LXKDT,Male,51.0,Yes,3.0,Danville,94506.0,1.0,68.0,None,Yes,18.47,Yes,Yes,Fiber Optic,75.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,0.0,0.0,1255.96,8723.46,0.0
5154-VEKBL,Female,30.0,No,0.0,Bodfish,93205.0,0.0,9.0,Offer E,No,0.0,No,Yes,Cable,48.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,58.5,539.85,0.0,0.0,0.0,539.85,1.0
5158-RIVOP,Female,32.0,Yes,1.0,Fields Landing,95537.0,3.0,11.0,Offer D,Yes,2.52,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,202.3,0.0,0.0,27.72,230.02,0.0
5160-UXJED,Male,27.0,No,0.0,San Diego,92101.0,0.0,17.0,None,Yes,13.02,No,Yes,Cable,73.0,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,681.4,0.0,0.0,221.34,902.74,0.0
5161-UBZXI,Male,38.0,Yes,2.0,Alamo,94507.0,1.0,69.0,None,Yes,42.9,No,Yes,Fiber Optic,24.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.35,7261.75,0.0,0.0,2960.1,10221.85,0.0
5161-XEUVX,Male,23.0,Yes,0.0,Lynwood,90262.0,8.0,37.0,Offer C,Yes,13.13,Yes,Yes,Fiber Optic,58.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,94.3,3460.95,0.0,0.0,485.81,3946.76,0.0
5167-GBFRE,Male,73.0,No,0.0,Oakland,94602.0,0.0,4.0,Offer E,No,0.0,No,Yes,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,102.5,0.0,0.0,0.0,102.5,1.0
5167-ZFFMM,Male,64.0,No,0.0,San Diego,92122.0,0.0,1.0,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0.0,0.0,8.56,99.41,1.0
5168-MQQCA,Female,50.0,Yes,0.0,Yucaipa,92399.0,2.0,72.0,Offer A,Yes,38.44,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0.0,0.0,2767.68,10771.48,0.0
5168-MSWXT,Male,26.0,Yes,3.0,Essex,92332.0,4.0,8.0,None,Yes,22.14,No,Yes,Fiber Optic,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,759.55,0.0,0.0,177.12,936.67,0.0
5171-EPLKN,Male,27.0,No,0.0,Rancho Cucamonga,91739.0,0.0,27.0,None,Yes,47.65,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,470.0,0.0,0.0,1286.55,1756.55,0.0
5172-MIGPM,Male,22.0,No,0.0,Orange,92865.0,0.0,4.0,None,Yes,13.31,Yes,Yes,Cable,59.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.55,237.2,0.0,0.0,53.24,290.44,0.0
5172-RKOCB,Male,28.0,Yes,0.0,Piercy,95587.0,0.0,72.0,None,Yes,21.26,Yes,Yes,Fiber Optic,53.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,0.0,0.0,1530.72,9405.72,0.0
5174-ITUMV,Male,37.0,Yes,2.0,San Jacinto,92583.0,0.0,67.0,Offer A,Yes,38.98,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,6989.45,0.0,0.0,2611.66,9601.11,0.0
5174-RNGBH,Female,27.0,No,0.0,Live Oak,95953.0,0.0,9.0,None,Yes,24.81,No,Yes,Cable,69.0,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.25,620.55,0.0,10.0,223.29,853.84,1.0
5175-AOBHI,Female,48.0,No,0.0,Hamilton City,95951.0,0.0,4.0,None,Yes,15.07,No,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.0,193.6,0.0,0.0,60.28,253.88,1.0
5175-WLYXL,Male,56.0,No,0.0,Fallbrook,92028.0,0.0,22.0,Offer D,Yes,30.35,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,78.85,1600.25,0.0,50.0,667.7,2317.95,0.0
5176-LMJXE,Female,34.0,No,0.0,San Diego,92114.0,0.0,47.0,None,Yes,44.69,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.55,945.7,0.0,0.0,2100.43,3046.13,0.0
5176-OLSKT,Female,49.0,Yes,0.0,Sloughhouse,95683.0,5.0,66.0,Offer A,Yes,44.4,Yes,Yes,DSL,11.0,Yes,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,66.9,4370.25,0.0,70.0,2930.4,7370.65,0.0
5178-LMXOP,Male,71.0,Yes,0.0,Gardena,90248.0,1.0,1.0,None,Yes,4.89,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0.0,0.0,4.89,99.99,1.0
5180-UCIIQ,Male,80.0,Yes,2.0,Lucerne,95458.0,5.0,22.0,None,No,0.0,No,Yes,Cable,18.0,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,40.05,880.2,0.0,0.0,0.0,880.2,1.0
5181-OABFK,Female,59.0,Yes,3.0,Rescue,95672.0,7.0,56.0,None,Yes,18.99,No,Yes,Cable,53.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0.0,0.0,1063.44,4410.24,0.0
5183-KLYEM,Female,30.0,No,0.0,El Cerrito,94530.0,0.0,72.0,Offer A,Yes,35.24,Yes,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.75,8192.6,0.0,0.0,2537.28,10729.88,0.0
5183-SNMJQ,Male,32.0,No,0.0,Frazier Park,93225.0,0.0,10.0,Offer D,Yes,45.69,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.1,865.1,43.25,0.0,456.9,1278.75,0.0
5186-EJEGL,Male,24.0,No,0.0,Escondido,92026.0,0.0,9.0,None,Yes,34.43,No,Yes,DSL,51.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,653.25,0.0,0.0,309.87,963.12,0.0
5186-PEIZU,Female,31.0,No,0.0,San Francisco,94124.0,0.0,35.0,None,Yes,37.81,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,617.65,0.0,0.0,1323.35,1941.0,0.0
5186-SAMNZ,Male,75.0,No,0.0,Marina,93933.0,0.0,1.0,None,Yes,41.2,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0.0,80.0,41.2,190.7,1.0
5188-HGMLP,Male,73.0,Yes,0.0,Middletown,95461.0,10.0,54.0,None,Yes,35.16,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.0,3919.15,0.0,0.0,1898.64,5817.79,0.0
5193-QLVZB,Male,52.0,No,0.0,Bieber,96009.0,0.0,63.0,Offer B,Yes,48.75,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.75,6536.5,0.0,0.0,3071.25,9607.75,0.0
5196-WPYOW,Male,43.0,Yes,2.0,Paso Robles,93446.0,1.0,67.0,None,Yes,6.53,No,Yes,Cable,19.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.05,3994.05,0.0,0.0,437.51,4431.56,0.0
5197-LQXXH,Female,56.0,Yes,0.0,Taylorsville,95983.0,9.0,71.0,None,Yes,13.41,Yes,Yes,DSL,18.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.3,5894.5,37.44,0.0,952.11,6809.17,0.0
5197-YPYBZ,Female,39.0,Yes,2.0,Laguna Niguel,92677.0,4.0,12.0,None,Yes,39.59,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,274.7,0.0,0.0,475.08,749.78,0.0
5198-EFNBM,Male,66.0,Yes,0.0,Kingsburg,93631.0,10.0,57.0,None,Yes,46.62,No,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.65,5199.8,0.0,0.0,2657.34,7857.14,0.0
5198-HQAEN,Male,50.0,Yes,3.0,Fremont,94538.0,5.0,35.0,Offer C,Yes,1.53,No,Yes,Fiber Optic,57.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,3165.6,0.0,0.0,53.55,3219.15,0.0
5199-FPUSP,Male,64.0,No,2.0,Esparto,95627.0,0.0,33.0,None,No,0.0,No,Yes,Cable,12.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,34.05,1113.95,0.0,0.0,0.0,1113.95,0.0
5201-CBWYG,Male,60.0,Yes,1.0,Salton City,92275.0,1.0,62.0,None,Yes,16.48,Yes,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.8,1476.25,0.0,0.0,1021.76,2498.01,0.0
5201-FRKKS,Male,53.0,No,0.0,Winnetka,91306.0,0.0,25.0,Offer C,Yes,17.3,No,Yes,Fiber Optic,26.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.3,1952.25,40.54,0.0,432.5,2344.21,0.0
5202-IVJNU,Female,56.0,No,2.0,Crockett,94525.0,0.0,39.0,None,No,0.0,No,Yes,DSL,24.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,30.1,1131.3,0.0,150.0,0.0,1281.3,1.0
5204-QZXPU,Male,50.0,No,0.0,Glendale,91205.0,0.0,19.0,None,No,0.0,No,Yes,DSL,21.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0.0,0.0,0.0,733.35,1.0
5206-HPJKM,Male,64.0,No,0.0,Valencia,91354.0,0.0,17.0,None,Yes,33.68,No,Yes,DSL,14.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0.0,0.0,572.56,1506.71,0.0
5206-XZZQI,Male,56.0,No,0.0,Orange,92867.0,0.0,53.0,Offer B,Yes,49.21,No,Yes,Fiber Optic,29.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,80.6,4348.1,39.45,90.0,2608.13,7006.78,0.0
5208-FVQKB,Male,41.0,Yes,0.0,Lakeshore,93634.0,7.0,70.0,Offer A,Yes,24.93,No,Yes,DSL,15.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15,0.0,0.0,1745.1,6409.25,0.0
5213-TWWJU,Male,26.0,No,0.0,Richmond,94804.0,0.0,28.0,None,Yes,45.24,No,Yes,Fiber Optic,59.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.0,2626.15,0.0,0.0,1266.72,3892.87,0.0
5214-CHIWJ,Male,44.0,No,0.0,Fresno,93728.0,0.0,27.0,None,Yes,21.66,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,595.05,0.0,0.0,584.82,1179.87,0.0
5214-NLTIT,Male,22.0,Yes,1.0,Five Points,93624.0,1.0,72.0,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,90.8,6511.8,0.0,60.0,1706.4,8278.2,0.0
5215-LNLDJ,Female,20.0,Yes,2.0,San Juan Bautista,95045.0,3.0,7.0,None,No,0.0,No,Yes,DSL,76.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-7.0,149.05,0.0,0.0,0.0,149.05,0.0
5216-WASFJ,Female,68.0,Yes,0.0,Challenge,95925.0,4.0,31.0,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,2633.4,0.0,0.0,164.3,2797.7,0.0
5219-YIPTK,Female,46.0,Yes,0.0,Trinidad,95570.0,1.0,33.0,None,Yes,11.32,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,3409.6,0.0,0.0,373.56,3783.16,1.0
5220-AGAAX,Male,60.0,Yes,1.0,Mendocino,95460.0,8.0,68.0,Offer A,Yes,2.71,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.0,1664.3,0.0,0.0,184.28,1848.58,0.0
5222-IMUKT,Male,40.0,No,0.0,Hornitos,95325.0,0.0,32.0,None,Yes,47.3,No,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.05,2871.5,0.0,0.0,1513.6,4385.1,0.0
5222-JCXZT,Male,31.0,No,0.0,Sacramento,95864.0,0.0,4.0,None,Yes,20.16,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.0,78.9,0.0,0.0,80.64,159.54,0.0
5223-UZAVK,Male,51.0,No,0.0,Thornton,95686.0,0.0,64.0,Offer B,Yes,9.95,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.3,6603.8,0.0,0.0,636.8,7240.6,0.0
5226-NOZFC,Male,48.0,No,0.0,Modesto,95358.0,0.0,26.0,None,Yes,40.35,No,Yes,Fiber Optic,13.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0.0,0.0,1049.1,3195.6,0.0
5227-JSCFE,Male,74.0,Yes,0.0,Scotts Valley,95066.0,9.0,71.0,Offer A,No,0.0,No,Yes,DSL,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,3353.4,18.64,0.0,0.0,3334.76,0.0
5228-EXCET,Male,40.0,No,0.0,San Diego,92126.0,0.0,13.0,None,Yes,12.54,No,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,1008.7,0.0,0.0,163.02,1171.72,1.0
5229-PRWKT,Male,47.0,No,0.0,Lompoc,93437.0,0.0,8.0,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0.0,0.0,198.08,847.73,1.0
5232-NXPAY,Female,33.0,No,0.0,Hilmar,95324.0,0.0,47.0,Offer B,Yes,3.47,No,Yes,DSL,12.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,74.45,3510.3,0.0,0.0,163.09,3673.39,0.0
5233-AOZUF,Female,62.0,Yes,0.0,Palm Springs,92262.0,3.0,29.0,None,Yes,5.39,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2149.05,0.0,0.0,156.31,2305.36,0.0
5233-GEEAX,Male,65.0,No,0.0,Lewiston,96052.0,0.0,8.0,Offer E,No,0.0,No,Yes,DSL,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0.0,0.0,0.0,221.9,1.0
5236-PERKL,Female,38.0,No,0.0,Pearblossom,93553.0,0.0,57.0,None,Yes,48.86,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.95,6465.0,0.0,0.0,2785.02,9250.02,1.0
5236-XMZJY,Female,27.0,No,0.0,Los Angeles,90031.0,0.0,42.0,Offer B,Yes,22.08,No,Yes,Cable,26.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,0.0,0.0,927.36,3463.91,0.0
5240-IJOQT,Male,69.0,No,0.0,Grass Valley,95949.0,0.0,1.0,None,Yes,11.34,Yes,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0.0,11.34,86.04,1.0
5242-UOWHD,Male,24.0,Yes,2.0,Anaheim,92802.0,3.0,45.0,Offer B,Yes,39.03,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,929.2,0.0,0.0,1756.35,2685.55,0.0
5243-SAOTC,Male,36.0,No,0.0,Bonsall,92003.0,0.0,54.0,Offer B,Yes,7.64,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,4308.25,0.0,0.0,412.56,4720.81,0.0
5244-IRFIH,Male,72.0,Yes,0.0,San Diego,92129.0,1.0,33.0,None,Yes,27.78,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,3105.55,0.0,0.0,916.74,4022.29,1.0
5245-VDBUR,Female,58.0,Yes,0.0,Los Alamitos,90720.0,4.0,52.0,None,No,0.0,No,Yes,DSL,8.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.45,1958.95,0.0,0.0,0.0,1958.95,0.0
5248-KWLAR,Male,31.0,Yes,0.0,Niland,92257.0,1.0,71.0,Offer A,Yes,18.42,Yes,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.35,6325.25,0.0,0.0,1307.82,7633.07,0.0
5248-YGIJN,Male,36.0,Yes,0.0,Los Angeles,90031.0,9.0,72.0,None,Yes,10.92,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.25,6369.45,0.0,0.0,786.24,7155.69,0.0
